Customer ID,Total Price
1278,6876.3099999999995
1280,6883.14
1283,186.75
1286,8875.44
1287,8299.720000000001
1288,7911.9
1290,3711.68
1292,7187.34
1293,4747.14
1294,3711.68
1295,4747.14
1296,6903.89
1298,1729.21
1299,7911.9
1300,166.0
1301,2373.57
1302,145.25
1303,2560.32
1304,741.09
1305,9078.57
1306,5976.06
1307,2410.1
1308,1391.88
1309,7852.74
1310,11296.35
1311,2534.49
1312,83.0
1313,6476.35
1314,3372.22
1315,9635.740000000002
1316,9228.939999999999
1317,1814.16
1318,2470.3
1320,5913.81
1321,7890.05
1324,4639.6
1326,6758.64
1327,2072.69
1328,3711.68
1329,2373.57
1331,4224.15
1333,8384.11
1335,10570.89
1337,1627.43
1340,6181.98
1341,145.25
1342,18855.89
1344,2783.76
1347,4681.1
1348,7471.87
1349,5538.33
1350,5913.81
1351,463.96
1352,5584.96
1353,10339.11
1354,2319.8
1355,5657.820000000001
1356,8448.3
1357,145.25
1358,741.09
1359,1659.58
1362,7603.47
1363,20.75
1364,2638.24
1365,7911.9
1368,2929.0099999999998
1369,7120.71
1372,2415.07
1374,6495.52
1375,2783.76
1378,7286.71
1379,3711.68
1381,83.0
1382,3247.72
1383,1689.66
1385,2373.57
1387,741.09
1388,1235.15
1389,13095.24
1390,1523.68
1393,145.25
1395,3247.72
1396,844.83
1398,7911.9
1399,6398.52
1400,3368.12
1401,7091.0
1402,4800.78
1403,6597.719999999999
1404,247.03
1405,1235.15
1406,1482.18
1408,228.25
1409,4059.7
1411,4101.2
1416,13517.28
1419,124.5
1420,6329.52
1421,1729.21
1422,16687.3
1423,5602.59
1424,3711.68
1425,4669.700000000001
1427,41.5
1428,3164.76
1429,1689.66
1430,1482.18
1431,8877.53
1433,2783.76
1434,62.25
1435,844.83
1436,10368.43
1442,741.09
1443,2059.24
1445,4747.14
1447,15394.39
1448,741.09
1449,1582.38
1450,988.12
1451,1719.1100000000001
1454,11779.11
1455,8015.65
1456,791.19
1457,2427.21
1458,3958.71
1460,5131.23
1461,13879.35
1462,4142.7
1463,741.09
1464,5538.33
1465,8652.99
1466,9113.150000000001
1467,7603.47
1469,1855.84
1470,3379.32
1473,1917.91
1475,1391.88
1476,2319.8
1477,2470.3
1478,6426.25
1480,15515.369999999999
1481,9683.449999999999
1482,394.25
1483,4535.49
1484,3711.68
1486,10119.16
1488,3164.76
1489,741.09
1490,6329.52
1492,2223.27
1494,3227.01
1495,11820.52
1497,2319.7999999999997
1499,17462.68
1501,247.03
1502,3368.12
1504,3247.72
1507,463.96
1509,741.09
1511,4639.599999999999
1512,6573.08
1514,1749.96
1515,791.19
1516,3438.2200000000003
1517,7911.9
1518,9767.74
1520,1976.24
1523,5934.95
1524,2470.3
1526,2319.8
1528,7603.47
1535,5662.83
1536,6412.48
1537,741.09
1538,228.25
1539,13995.240000000002
1540,494.06
1541,2319.8
1543,1976.24
1545,3247.72
1546,7174.35
1549,41.5
1551,41.5
1553,20.75
1554,7603.47
1555,463.96
1556,741.09
1558,3711.68
1559,5331.81
1561,1391.8799999999999
1562,4224.15
1566,11740.310000000001
1568,6204.4
1570,3247.72
1571,3667.8500000000004
1574,8780.66
1576,1976.24
1577,2700.49
1578,19203.12
1579,988.12
1581,4224.15
1584,5538.33
1585,12583.55
1586,124.5
1587,11502.470000000001
1589,3753.18
1590,8614.3
1591,927.84
1592,6959.400000000001
1593,2534.49
1595,2223.27
1597,7148.960000000001
1599,2534.49
1601,5806.53
1602,2223.27
1603,741.09
1605,5068.98
1606,7471.869999999999
1610,247.03
1611,650.71
1613,1235.15
1616,12635.25
1617,83.0
1618,9113.28
1619,2373.57
1621,166.0
1622,12404.25
1624,4747.14
1626,5068.98
1628,20.75
1630,463.96
1631,5913.81
1632,290.5
1633,4279.39
1634,247.03
1635,1636.02
1636,311.25
1637,1669.01
1638,5913.81
1639,166.0
1640,8448.3
1641,20.75
1642,1582.38
1643,927.92
1644,8159.78
1645,20.75
1647,5538.33
1649,3379.32
1650,41.5
1651,494.06
1652,62.25
1654,7603.47
1656,247.03
1657,9733.55
1658,5068.98
1660,4747.14
1661,784.56
1662,1606.68
1663,844.83
1664,4913.969999999999
1667,6758.639999999999
1668,1729.21
1669,7665.72
1670,20.75
1671,11138.91
1672,6059.15
1673,6577.07
1674,8098.650000000001
1676,145.25
1677,7442.549999999999
1678,7974.15
1681,1582.38
1682,3379.32
1683,752.49
1684,1876.59
1686,1582.38
1688,1689.66
1689,7911.9
1690,1789.88
1691,7109.42
1693,1421.98
1694,2783.76
1695,7307.46
1696,2867.63
1697,2410.1
1698,247.03
1699,7721.14
1700,1689.66
1701,6329.52
1702,2183.74
1703,1976.24
1704,62.25
1705,988.12
1706,6758.64
1709,927.92
1710,4747.14
1711,7307.46
1712,1482.18
1713,8614.3
1714,494.06
1715,5068.98
1718,4738.96
1719,83.0
1720,7120.71
1721,5602.59
1723,2534.49
1724,1689.66
1725,4296.04
1726,8981.91
1727,7761.6
1728,5602.59
1729,4224.15
1731,639.31
1732,5068.98
1734,3832.08
1735,4102.780000000001
1736,2783.76
1738,824.09
1739,12980.88
1742,3379.32
1744,1689.76
1745,6162.99
1746,7911.9
1748,4063.2300000000005
1749,4224.15
1751,186.75
1752,988.12
1753,7120.71
1754,4747.14
1755,3711.68
1756,20.75
1758,3247.72
1759,3247.76
1760,2781.52
1761,2470.3
1766,11291.22
1768,145.25
1769,8448.3
1770,9239.49
1771,3984.63
1772,4639.6
1773,588.46
1774,12659.04
1775,247.03
1776,9054.29
1778,2534.49
1779,3997.45
1781,247.03
1783,7721.400000000001
1784,7603.469999999999
1785,7603.47
1787,20.75
1788,1832.96
1789,988.12
1790,2783.76
1792,12047.54
1794,13141.8
1795,3711.68
1797,1421.98
1798,5642.08
1799,4286.4
1800,207.5
1801,3247.76
1803,166.0
1806,567.71
1807,1482.18
1808,7286.71
1809,927.92
1810,62.25
1811,6200.389999999999
1813,3413.72
1815,494.06
1817,8631.140000000001
1819,3330.7200000000003
1821,1855.84
1822,1976.24
1823,103.75
1824,8531.39
1828,8448.3
1829,14683.27
1830,4747.14
1834,3379.32
1836,3247.72
1837,2783.76
1838,21965.58
1840,2534.4900000000002
1844,4639.6
1845,2319.8
1846,5401.34
1847,2223.27
1849,1091.87
1851,4175.64
1853,8448.3
1856,1482.18
1858,865.58
1860,4296.04
1861,927.92
1863,103.75
1864,1391.88
1866,7603.47
1868,4224.15
1869,166.0
1873,5538.33
1876,4175.64
1877,20.75
1878,494.06
1879,12987.960000000001
1880,12659.04
1882,269.75
1883,5294.0599999999995
1884,8344.56
1885,1582.38
1886,844.83
1887,7624.710000000001
1888,1769.13
1889,5090.900000000001
1890,957.19
1891,7120.71
1892,186.75
1893,145.25
1894,4639.6
1899,83.0
1900,83.0
1901,11505.78
1903,2410.1
1904,4092.6800000000003
1905,4224.15
1907,7769.47
1908,3247.72
1909,1391.88
1910,1855.84
1911,4175.64
1914,2470.3
1915,1769.13
1916,4514.65
1917,15075.34
1918,1599.38
1921,16609.47
1922,3164.76
1924,7748.72
1925,7471.869999999999
1927,7120.71
1928,62.25
1929,3379.32
1931,3164.76
1934,5141.0
1936,17001.09
1937,2373.57
1938,2430.77
1939,5832.54
1941,10500.42
1942,1976.24
1943,3164.76
1944,2026.3400000000001
1945,4650.48
1946,7120.71
1948,6079.81
1949,6758.64
1950,1235.15
1951,4224.15
1956,5538.33
1957,145.25
1958,6329.52
1962,2470.3
1964,8233.74
1965,1401.15
1966,3268.51
1967,6329.52
1968,392.28
1970,5538.33
1971,3955.95
1972,7603.47
1974,8048.63
1975,2373.57
1976,7603.47
1977,791.19
1978,1855.84
1979,844.83
1980,2783.76
1981,3247.72
1982,2026.3400000000001
1983,1729.21
1985,15032.61
1987,2373.57
1988,9850.7
1989,6383.16
1991,1689.66
1994,7603.47
1995,4546.74
1996,124.5
1997,11317.1
1998,1582.38
1999,3151.11
2000,3379.32
2001,988.12
2003,8018.92
2005,9189.39
2007,3711.68
2010,7091.0
2012,2596.93
2013,16794.45
2014,124.5
2015,4175.64
2017,4940.6
2018,2373.57
2020,8067.43
2021,5068.98
2022,12296.970000000001
2025,6362.38
2026,166.0
2027,3832.08
2029,5806.53
2030,12817.72
2031,247.03
2033,6329.52
2035,3272.04
2036,8209.55
2037,4349.81
2039,13932.990000000002
2041,3379.32
2042,2689.28
2047,2783.76
2048,4639.6
2050,5068.98
2052,20.75
2053,9767.74
2054,4224.15
2055,12243.07
2056,103.75
2058,2223.27
2059,207.5
2060,3771.88
2061,3711.68
2063,2373.57
2065,103.75
2069,1391.88
2070,8316.699999999999
2071,5089.73
2072,7686.47
2073,6329.52
2074,17573.5
2075,7120.71
2076,1976.24
2077,12551.5
2078,4854.29
2080,7120.71
2081,5913.81
2082,145.25
2086,791.19
2087,4386.34
2088,2534.49
2090,9113.28
2091,5376.31
2092,5699.120000000001
2093,1582.38
2094,10285.470000000001
2099,41.5
2100,494.06
2101,844.83
2102,4747.14
2103,4747.14
2105,2534.49
2106,11350.12
2107,844.83
2108,20.75
2109,145.25
2110,5068.98
2112,7077.5599999999995
2113,7120.71
2114,62.25
2115,5913.8099999999995
2116,9598.029999999999
2117,3711.68
2119,741.09
2120,6329.52
2121,249.0
2122,1235.15
2123,3545.32
2124,494.06
2125,494.06
2126,3064.5600000000004
2128,1391.88
2129,7603.47
2131,9085.65
2132,166.0
2134,4639.6
2135,5068.98
2136,7603.47
2138,2319.8
2139,311.25
2140,1729.21
2141,7911.9
2142,3458.42
2144,4639.6
2145,3711.68
2147,3247.72
2148,2373.57
2150,2574.04
2152,7120.71
2153,7911.9
2154,6758.64
2155,4224.15
2156,13907.599999999999
2157,4341.64
2158,1648.18
2161,1689.66
2163,791.19
2164,8074.07
2165,3711.68
2166,2887.51
2169,2373.57
2170,1976.24
2171,791.19
2177,6329.26
2178,6758.64
2180,4701.85
2181,13153.960000000001
2182,124.5
2183,7911.9
2184,2319.8
2185,2380.0
2186,207.5
2187,2223.27
2189,1976.24
2190,927.92
2191,6758.64
2192,8301.07
2193,4018.2
2195,247.03
2196,4639.6
2198,7911.9
2199,62.25
2200,7388.78
2201,6758.64
2203,5913.81
2204,629.96
2205,4163.450000000001
2206,3379.32
2209,6329.52
2211,2620.6000000000004
2212,2223.27
2213,2319.8
2215,6620.02
2216,5470.99
2220,4951.15
2221,4224.15
2223,11398.240000000002
2224,8448.3
2225,7911.9
2226,3955.95
2227,1959.59
2229,1235.15
2230,2373.57
2231,8896.35
2232,6329.52
2234,5602.59
2235,11595.43
2236,4059.7
2238,14921.18
2240,6758.64
2241,741.09
2242,1235.15
2243,3315.13
2244,8810.37
2245,4369.4
2246,1482.18
2248,463.96
2249,3311.59
2252,3988.81
2253,6966.14
2254,7148.960000000001
2256,83.0
2258,4224.15
2259,9250.01
2260,8727.8
2262,1235.15
2264,2470.3
2267,7292.259999999999
2270,2470.3
2272,1946.14
2273,124.5
2275,2520.4
2276,1855.84
2277,3247.72
2279,6279.42
2280,186.75
2281,5193.48
2282,741.09
2283,9459.31
2284,1484.15
2285,2534.49
2286,8384.11
2287,207.5
2288,6758.64
2289,4747.14
2290,1729.21
2291,6370.67
2292,4646.9400000000005
2293,5913.8099999999995
2295,2319.8
2297,1689.66
2300,6412.48
2301,2373.57
2303,13444.130000000001
2305,12508.74
2306,41.5
2307,844.83
2308,1689.66
2310,6121.780000000001
2311,5442.75
2313,4994.17
2315,2373.57
2316,228.25
2317,803.34
2319,145.25
2320,11623.58
2321,6121.780000000001
2323,3458.42
2324,2539.57
2325,5913.8099999999995
2326,1482.18
2327,2539.57
2329,5600.58
2330,4639.6
2331,207.5
2333,3164.63
2334,4747.14
2336,1391.88
2337,3379.32
2338,83.0
2339,791.19
2341,15823.8
2342,741.09
2343,3247.72
2344,3164.76
2345,4747.14
2347,5223.96
2348,907.08
2349,247.03
2350,927.92
2351,2319.8
2353,11296.35
2354,1976.24
2355,2100.74
2356,9343.98
2358,7120.71
2359,1855.84
2360,3955.95
2362,4937.38
2365,5699.120000000001
2366,844.83
2368,5318.25
2369,186.75
2370,11481.33
2372,4681.1
2373,5538.33
2374,494.06
2375,1235.15
2379,8448.3
2383,2347.77
2385,5133.660000000001
2386,4556.64
2388,2534.49
2389,9230.9
2394,3164.76
2396,3783.32
2398,10285.47
2401,988.12
2402,9410.8
2403,2553.3
2404,13932.990000000002
2408,4747.14
2409,207.5
2410,186.75
2411,1391.88
2413,1834.91
2414,9848.59
2416,844.83
2417,2306.27
2418,6225.06
2420,15905.689999999999
2421,1689.68
2422,8593.55
2423,7120.71
2424,6329.52
2425,1308.79
2426,463.96
2427,1772.66
2429,13088.16
2430,3247.72
2431,5538.33
2432,927.92
2433,1391.88
2436,7603.47
2438,1729.21
2439,7603.47
2441,844.83
2442,8916.86
2443,1689.66
2444,5953.36
2445,7603.47
2447,26616.13
2449,4175.64
2451,1731.16
2452,6398.91
2453,3400.07
2457,3711.68
2458,9293.13
2460,83.0
2461,9167.050000000001
2462,8131.59
2463,1482.18
2464,7727.97
2469,145.25
2472,7911.9
2473,12487.25
2474,11668.52
2476,8351.28
2477,6329.52
2479,3247.72
2480,791.19
2481,7911.9
2482,413.03
2483,1582.38
2484,6544.08
2486,2470.3
2487,4914.72
2488,2534.49
2489,8048.63
2491,7120.71
2492,2534.49
2494,2319.8
2496,1699.1100000000001
2497,16961.54
2498,124.5
2499,1391.88
2500,6576.55
2501,20007.72
2503,1976.24
2504,207.5
2505,3955.95
2506,2223.27
2507,5440.889999999999
2513,8917.65
2514,6758.64
2515,11623.58
2516,4639.6
2518,1482.18
2522,8869.92
2523,844.83
2524,15681.55
2525,8344.56
2526,6557.77
2527,62.25
2528,3711.68
2529,463.96
2530,124.5
2531,62.25
2532,2485.8
2533,791.19
2534,1112.62
2535,8018.92
2537,4175.64
2538,6800.14
2539,20.75
2540,7564.67
2542,988.12
2543,2783.76
2544,844.83
2546,4747.14
2547,17329.53
2549,7603.47
2550,10671.57
2551,83.0
2552,2783.76
2553,11344.86
2555,4997.71
2556,26098.4
2558,2689.28
2560,3007.82
2561,5567.52
2562,249.0
2563,1729.21
2565,124.5
2567,7367.74
2568,3479.17
2569,249.0
2570,741.09
2571,4224.15
2572,2908.17
2573,103.75
2574,103.75
2576,6474.77
2577,1235.15
2578,1482.18
2579,2223.27
2580,1235.15
2587,5891.32
2588,927.92
2589,11296.35
2590,2783.76
2591,1380.4
2593,5316.009999999999
2594,791.19
2597,3218.4
2598,20.75
2602,2470.3
2603,597.81
2604,958.02
2605,207.5
2607,6645.9400000000005
2610,3368.12
2611,3711.68
2613,103.75
2614,5068.98
2615,11167.87
2619,844.83
2621,4747.14
2624,3282.2400000000002
2625,1855.84
2626,8448.3
2627,988.12
2628,4747.14
2629,3545.5
2632,5538.33
2633,2825.26
2636,9148.09
2637,6454.02
2639,62.25
2640,2470.3
2641,124.5
2643,1235.15
2644,1052.33
2645,463.96
2649,124.5
2650,9641.11
2651,2017.74
2653,41.5
2654,20.75
2656,4175.64
2657,6329.52
2658,3955.95
2659,5904.85
2661,3393.01
2662,6072.9800000000005
2663,13450.23
2664,10553.67
2665,3309.97
2666,5408.55
2671,8656.54
2672,20.75
2674,1603.13
2677,7603.47
2680,2373.57
2681,5068.98
2684,6959.400000000001
2685,5538.33
2686,1729.21
2687,5068.9800000000005
2688,332.0
2689,3247.72
2690,10832.39
2692,186.75
2695,1582.38
2696,207.5
2697,2373.57
2699,124.5
2702,247.03
2705,1770.71
2707,4224.15
2708,4224.15
2709,207.5
2710,2470.3
2711,10795.23
2712,2373.57
2713,1976.24
2716,2904.16
2718,1689.66
2719,844.83
2720,20.75
2721,166.0
2722,1855.8400000000001
2724,494.06
2726,2470.3
2727,6329.52
2728,2717.33
2730,2223.27
2731,1812.21
2732,14258.37
2734,2783.76
2735,1689.66
2736,8448.3
2738,2470.3
2739,6329.52
2740,988.12
2741,166.0
2742,1729.21
2745,4018.9100000000003
2746,6758.64
2748,7603.47
2749,4830.1
2750,10929.91
2751,8971.29
2753,1729.21
2755,6537.02
2756,3164.76
2759,186.75
2761,1582.38
2762,10446.39
2764,1537.13
2765,3379.32
2766,124.5
2767,1689.68
2770,14885.1
2773,10387.23
2776,2532.55
2778,5588.31
2781,6758.64
2782,83.0
2783,3955.95
2784,2470.3
2785,9121.66
2786,3239.1600000000003
2787,463.96
2789,5243.96
2791,124.5
2792,4556.64
2795,2767.4300000000003
2796,1391.88
2797,7804.360000000001
2800,11398.240000000002
2801,4175.64
2802,1876.41
2803,6329.52
2805,1976.24
2806,3554.9500000000003
2807,62.25
2808,207.5
2810,247.03
2811,166.0
2813,5913.81
2814,10660.95
2815,247.03
2816,1749.96
2817,7367.74
2819,2373.57
2821,4279.39
2822,3330.76
2825,1482.18
2826,6057.099999999999
2827,5913.81
2828,247.03
2829,5538.33
2831,3247.72
2836,2319.8
2837,494.06
2838,3379.32
2839,186.75
2840,5662.83
2841,4847.1
2842,20.75
2846,4300.14
2847,6279.42
2848,10316.84
2849,5538.33
2850,3574.9500000000003
2851,494.06
2852,12665.47
2855,8138.06
2856,12296.970000000001
2857,41.5
2859,5103.5599999999995
2860,1855.84
2861,4080.45
2863,1855.84
2864,4224.15
2865,3247.7200000000003
2871,927.92
2873,463.96
2874,4701.85
2875,5621.33
2878,844.83
2879,11213.26
2880,6329.52
2881,7887.32
2882,3711.6800000000003
2884,7761.6
2886,1482.18
2887,988.12
2888,886.34
2889,4229.41
2890,103.75
2892,5068.98
2893,3711.68
2894,1482.18
2895,10832.39
2896,2470.3
2897,13034.52
2898,9024.93
2900,588.46
2901,186.75
2902,463.96
2903,124.5
2904,62.25
2906,41.5
2907,14362.11
2909,5191.1
2910,2223.27
2911,392.28
2912,247.03
2914,2193.17
2915,247.03
2916,3732.34
2917,166.0
2919,1285.25
2921,11344.86
2922,14928.06
2923,2319.8
2924,15206.94
2926,1391.88
2927,14846.300000000001
2928,5068.98
2930,2319.8
2933,5913.81
2935,4224.15
2936,4244.9
2938,3711.68
2943,83.0
2945,8921.630000000001
2947,6460.86
2952,5538.33
2953,13517.28
2954,166.0
2955,1482.18
2956,1235.15
2959,14112.289999999999
2960,5913.81
2961,7120.71
2962,8799.82
2964,5214.2300000000005
2965,2700.49
2966,20.75
2967,12243.330000000002
2968,5068.98
2969,5913.81
2970,6329.52
2971,11559.419999999998
2973,12623.94
2974,3036.42
2976,5068.9800000000005
2978,2470.3
2980,8815.240000000002
2981,1391.88
2982,1729.21
2983,1855.84
2984,10735.34
2986,494.06
2987,2470.3
2989,3247.7200000000003
2991,14488.45
2993,4049.01
2995,207.5
2996,15944.49
2997,4639.6
2998,2477.32
2999,8448.3
3000,3801.9800000000005
3001,1729.21
3003,988.12
3004,1689.66
3005,463.96
3007,4224.15
3010,4175.64
3012,2223.27
3013,1751.91
3014,1689.66
3017,5538.33
3019,7252.7
3020,1482.18
3021,4826.35
3023,4639.6
3024,6551.16
3026,166.0
3027,5913.81
3029,3379.32
3030,83.0
3031,3164.76
3032,247.03
3035,4175.64
3037,10137.96
3038,7911.9
3039,7120.710000000001
3040,741.09
3041,20.75
3042,83.0
3043,13596.150000000001
3044,4699.8
3048,4747.14
3050,7850.5
3051,3926.37
3053,1235.15
3054,4639.6
3056,62.25
3057,4892.39
3058,124.5
3059,463.96
3062,5068.98
3066,988.12
3069,1689.66
3071,2319.8
3072,1582.38
3074,41.5
3076,2783.76
3077,988.12
3078,20.75
3080,1885.94
3082,41.5
3083,2534.49
3085,12243.07
3086,6139.02
3091,1946.14
3092,1582.38
3093,1772.75
3094,3330.76
3096,2223.27
3098,103.75
3100,1235.15
3101,1976.24
3102,5538.33
3103,7120.71
3104,10285.470000000001
3105,2373.57
3110,4175.64
3113,83.0
3114,2223.27
3116,1482.18
3117,9078.44
3118,5241.200000000001
3121,8394.66
3122,2373.57
3123,5068.98
3125,2183.74
3126,1729.21
3127,1976.24
3128,10724.85
3129,3164.76
3132,1031.67
3133,2783.76
3135,5318.25
3136,166.0
3137,3379.32
3139,6758.64
3141,207.5
3142,62.25
3143,1391.88
3144,4286.4
3145,927.83
3146,7932.65
3147,844.83
3148,2319.8
3152,7911.9
3154,7388.91
3157,207.5
3158,290.5
3161,1729.21
3162,6758.64
3163,1235.15
3165,1855.84
3166,4639.6
3167,4639.6
3168,2575.99
3169,3211.3900000000003
3170,4300.14
3171,3379.32
3172,83.0
3174,6924.64
3175,5910.28
3176,2319.8
3178,7911.9
3183,7245.21
3186,6032.39
3188,1976.24
3191,8448.3
3194,14211.84
3197,6758.64
3198,311.25
3199,2104.84
3201,4639.6
3203,3711.68
3205,3277.8199999999997
3207,8489.8
3208,8448.3
3209,969.42
3210,3955.95
3211,5214.23
3213,988.12
3214,2319.8
3216,463.96
3217,2223.27
3219,957.19
3222,844.83
3223,8137.08
3224,2783.76
3225,7091.0
3227,2373.57
3228,2319.8
3229,5214.23
3230,41.5
3231,7554.960000000001
3232,1235.15
3236,2783.76
3238,3711.68
3239,7911.9
3243,6758.64
3244,1689.66
3245,791.19
3246,1523.68
3248,124.5
3249,4639.6
3251,267.78
3253,1391.88
3254,4286.4
3255,4224.15
3256,7603.47
3257,463.96
3259,844.83
3260,2373.57
3261,41.5
3262,1235.15
3263,6329.52
3264,948.67
3266,4199.51
3267,1391.88
3270,7911.9
3271,5951.36
3273,567.71
3274,3877.68
3275,41.5
3276,1855.84
3277,6329.52
3278,41.5
3279,832.69
3280,988.12
3281,247.03
3282,3711.6800000000003
3284,741.09
3286,2470.3
3287,166.0
3288,124.5
3291,145.25
3293,2223.27
3294,9085.65
3296,5913.81
3297,1235.15
3298,1855.84
3299,927.84
3301,3952.48
3302,11083.76
3307,4747.14
3309,463.96
3311,83.0
3312,6329.52
3313,2534.49
3314,1729.21
3315,1976.24
3316,7603.47
3317,494.06
3318,4224.15
3320,2223.27
3321,1235.15
3322,6758.639999999999
3325,2264.77
3326,6758.64
3330,3247.72
3331,186.75
3333,886.34
3334,17151.39
3336,20.75
3339,3955.95
3340,1812.21
3341,8358.21
3343,6876.4400000000005
3344,41.5
3345,1729.21
3346,3164.76
3347,5704.33
3348,1582.38
3349,5255.73
3351,6800.14
3352,83.0
3353,1689.66
3354,7603.47
3359,6627.04
3360,927.92
3362,4307.15
3365,6151.88
3367,2150.09
3368,8593.55
3370,1976.24
3371,1855.84
3372,207.5
3373,12668.380000000001
3374,2373.57
3375,2223.27
3377,166.0
3379,7348.96
3381,2373.57
3383,927.92
3385,8448.3
3387,988.12
3388,3307.92
3389,4747.14
3390,8838.62
3392,2121.49
3393,14158.07
3394,11827.62
3397,1689.66
3398,791.19
3400,9762.48
3402,8810.37
3403,5538.33
3404,8780.66
3405,6694.45
3407,3247.72
3408,6329.52
3409,5434.660000000001
3410,20.75
3411,844.83
3412,13557.509999999998
3413,83.0
3415,2783.76
3416,2183.74
3417,4300.14
3418,9394.93
3420,5068.98
3421,5591.97
3422,3955.95
3425,1729.21
3427,8963.12
3430,4202.98
3432,10424.539999999999
3433,1895.21
3434,186.75
3435,124.5
3440,1959.41
3442,9314.27
3443,7120.71
3444,3400.07
3445,4760.0
3446,6758.64
3447,2783.76
3448,6329.52
3449,4261.76
3453,13750.900000000001
3454,4341.64
3455,7120.71
3458,761.84
3459,1391.88
3460,7120.71
3462,166.0
3464,1235.15
3466,2373.57
3467,2223.27
3469,3608.7200000000003
3471,4958.13
3472,6329.26
3474,1582.38
3475,4175.64
3476,5235.36
3479,12457.759999999998
3481,6654.900000000001
3484,9293.130000000001
3486,2534.49
3487,741.09
3489,6329.52
3490,4175.64
3494,4747.14
3495,7603.47
3496,2638.24
3499,3068.1
3501,41.5
3502,2470.3
3503,3247.76
3505,6597.719999999999
3506,166.0
3507,1582.38
3509,413.03
3510,12013.06
3511,741.09
3512,247.03
3513,166.0
3515,2534.49
3516,463.96
3517,2513.8500000000004
3518,2783.76
3519,12672.45
3520,1916.04
3521,166.0
3522,741.09
3523,3711.68
3524,5591.97
3526,2349.9
3529,4639.6
3531,103.75
3533,4747.14
3537,4224.15
3538,5068.98
3539,1582.38
3540,9708.58
3542,494.06
3543,6645.9400000000005
3544,6032.39
3546,1482.18
3547,228.25
3549,1976.24
3551,1976.24
3552,11065.880000000001
3553,463.96
3557,4350.99
3560,8405.050000000001
3561,166.0
3562,228.25
3563,927.92
3564,927.92
3567,3277.82
3568,463.96
3570,7307.46
3571,62.25
3572,2929.01
3574,3711.68
3575,5913.81
3576,1391.88
3577,6329.52
3579,7120.71
3581,5152.07
3582,4175.64
3584,988.12
3585,3211.3900000000003
3587,5103.56
3588,9147.91
3589,844.83
3590,4954.64
3591,2223.27
3592,103.75
3593,1668.93
3594,844.83
3596,741.09
3597,8305.76
3598,145.25
3599,2223.27
3602,18607.01
3603,166.0
3605,791.19
