Customer ID,Add-on Total
1433,82.23
1434,101.96
1435,32.97
1436,148.56
1442,95.72
1443,67.62
1445,70.84
1447,210.32999999999998
1448,57.17
1449,81.81
1450,65.39
1451,126.42
1454,11.82
1455,172.05
1456,25.03
1457,79.84
1458,78.56
1460,153.72
1461,0.0
1462,143.68
1463,36.67
1464,34.37
1465,150.43
1466,137.54
1467,48.47
1469,53.4
1470,39.32
1473,64.2
1475,99.59
1476,51.56
1477,121.16
1478,148.04000000000002
1480,11.05
1481,81.89
1482,89.17
1483,209.1
1484,0.0
1486,81.25999999999999
1488,48.23
1489,69.42
1490,26.58
1492,32.14
1494,37.49
1495,74.53
1497,123.44
1499,165.41
1501,0.0
1502,105.01
1504,51.66
1507,60.14
1509,16.27
1511,191.87
1512,299.78
1514,37.86
1515,60.98
1516,145.34
1517,0.0
1518,71.4
1520,22.35
1523,110.6
1524,80.38
1526,35.95
1528,70.13
1535,64.56
1536,65.71
1537,0.0
1538,167.76
1539,12.26
1540,40.05
1541,56.06
1543,0.0
1545,63.7
1546,65.19
1549,13.96
1551,35.04
1553,48.62
1554,76.43
1555,55.41
1556,42.87
1558,48.25
1559,79.11
1561,120.47
1562,109.76
1566,135.0
1568,129.56
1570,90.36
1571,38.35
1574,67.21
1576,85.81
1577,55.55
1578,39.35
1579,0.0
1581,56.45
1584,80.84
1585,99.6
1586,0.0
1587,99.43
1589,56.16
1590,88.92
1591,18.56
1592,49.61
1593,41.4
1595,0.0
1597,150.91
1599,101.22
1601,0.0
1602,36.33
1603,122.22
1605,45.53
1606,72.09
1610,0.0
1611,97.84
1613,21.29
1616,310.09000000000003
1617,44.75
1618,25.61
1619,74.07
1621,122.67000000000002
1622,190.04000000000002
1624,0.0
1626,0.0
1628,0.0
1630,27.6
1631,52.01
1632,86.88
1633,94.77
1634,72.97
1635,118.95
1636,58.57
1637,26.45
1638,23.67
1639,40.33
1640,60.39
1641,26.38
1642,70.66
1643,0.0
1644,151.81
1645,0.0
1647,85.52
1649,41.54
1650,89.39
1651,22.12
1652,7.36
1654,68.59
1656,42.17
1657,201.49
1658,0.0
1660,0.0
1661,84.43
1662,0.0
1663,0.0
1664,94.61
1667,84.02
1668,15.14
1669,167.6
1670,110.07
1671,129.59
1672,59.67
1673,161.78
1674,76.89
1676,0.0
1677,49.9
1678,70.97999999999999
1681,64.88
1682,0.0
1683,0.0
1684,116.03
1686,87.37
1688,6.25
1689,31.67
1690,13.79
1691,79.12
1693,22.34
1694,60.57
1695,33.58
1696,108.82
1697,165.01999999999998
1698,16.73
1699,205.03
1700,0.0
1701,101.53
1702,52.54
1703,68.72
1704,14.64
1705,43.8
1706,42.62
1709,29.73
1710,0.0
1711,97.34
1712,126.64
1713,133.09
1714,61.8
1715,28.85
1718,160.07
1719,0.0
1720,0.0
1721,142.24
1723,44.83
1724,49.33
1725,213.04
1726,143.96
1727,70.36
1728,7.16
1729,35.52
1731,193.60000000000002
1732,0.0
1734,128.53
1735,32.89
1736,45.48
1738,200.26999999999998
1739,105.92
1742,0.0
1744,226.89999999999998
1745,207.0
1746,33.76
1748,112.63
1749,71.06
1751,0.0
1752,39.29
1753,0.0
1754,85.73
1755,56.23
1756,38.86
1758,15.95
1759,181.57
1760,67.4
1761,41.5
1766,70.07
1768,68.28
1769,59.83
1770,18.8
1771,196.67000000000002
1772,47.57
1773,55.75
1774,188.81
1775,50.09
1776,66.68
1778,0.0
1779,35.7
1781,43.89
1783,54.8
1784,163.23000000000002
1785,110.23
1787,8.87
1788,98.64
1789,0.0
1790,0.0
1792,60.019999999999996
1794,78.72
1795,0.0
1797,74.03
1798,61.66
1799,46.49
1800,29.8
1801,72.53
1803,0.0
1806,0.0
1807,86.84
1808,111.85
1809,67.56
1810,25.72
1811,65.56
1813,0.0
1815,72.05
1817,91.23
1819,59.61
1821,0.0
1822,0.0
1823,0.0
1824,33.07
1828,0.0
1829,153.54
1830,28.84
1834,44.28
1836,58.28
1837,0.0
1838,71.87
1840,83.67
1844,57.73
1845,79.78
1846,25.44
1847,0.0
1849,61.31999999999999
1851,48.87
1853,118.94
1856,74.99
1858,65.38
1860,152.37
1861,62.63
1863,78.88
1864,0.0
1866,63.5
1868,31.43
1869,0.0
1873,0.0
1876,40.21
1877,39.38
1878,83.53
1879,24.42
1880,118.22999999999999
1882,177.16
1883,66.67
1884,83.75
1885,37.93
1886,0.0
1887,98.13999999999999
1888,126.44999999999999
1889,79.17
1890,192.52
1891,58.16
1892,41.6
1893,56.2
1894,33.6
1899,100.77
1900,49.48
1901,0.0
1903,157.0
1904,80.65
1905,93.04
1907,92.45
1908,0.0
1909,54.21
1910,0.0
1911,94.47
1914,0.0
1915,20.7
1916,160.65999999999997
1917,82.63
1918,130.88
1921,18.11
1922,0.0
1924,107.35
1925,157.36
1927,0.0
1928,78.32
1929,5.55
1931,71.3
1934,181.15
1936,165.52
1937,72.27
1938,123.00999999999999
1939,123.13
1941,20.98
1942,80.78
1943,67.23
1944,174.11
1945,70.93
1946,0.0
1948,73.89
1949,20.05
1950,43.58
1951,95.7
1956,73.56
1957,36.22
1958,0.0
1962,30.8
1964,41.16
1965,90.09
1966,166.96
1967,89.28
1968,71.51
1970,147.26
1971,0.0
1972,108.74
1974,0.0
1975,39.64
1976,0.0
1977,43.61
1978,49.35
1979,35.34
1980,80.75
1981,53.02
1982,118.28999999999999
1983,87.7
1985,70.50999999999999
1987,16.46
1988,184.1
1989,23.43
1991,19.17
1994,33.66
1995,140.05
1996,48.24
1997,70.23
1998,26.4
1999,166.39000000000001
2000,30.05
2001,0.0
2003,151.36
2005,103.53999999999999
2007,0.0
2010,119.5
2012,83.26
2013,158.73
2014,45.3
2015,54.59
2017,44.45
2018,19.89
2020,116.73
2021,91.77
2022,39.81
2025,206.42000000000002
2026,34.08
2027,122.97
2029,77.94999999999999
2030,225.99
2031,0.0
2033,65.44
2035,119.52
2036,211.57
2037,51.14
2039,136.12
2041,0.0
2042,113.3
2047,68.01
2048,12.78
2050,61.87
2052,130.88
2053,135.2
2054,69.38
2055,107.86
2056,88.0
2058,28.05
2059,0.0
2060,65.57000000000001
2061,48.04
2063,54.23
2065,102.99
2069,55.81
2070,94.7
2071,104.35999999999999
2072,92.35000000000001
2073,62.2
2074,279.61
2075,112.63
2076,33.49
2077,202.97
2078,109.45
2080,7.13
2081,53.28
2082,0.0
2086,0.0
2087,107.34
2088,40.39
2090,108.84
2091,100.92999999999999
2092,109.88999999999999
2093,54.31
2094,68.85
2099,0.0
2100,46.2
2101,34.46
2102,68.0
2103,47.08
2105,48.81
2106,98.72999999999999
2107,0.0
2108,22.88
2109,245.17000000000002
2110,45.19
2112,52.739999999999995
2113,28.64
2114,60.48
2115,5.81
2116,96.10999999999999
2117,22.52
2119,0.0
2120,36.04
2121,161.07999999999998
2122,16.38
2123,110.36
2124,110.69
2125,48.4
2126,92.44
2128,50.6
2129,44.85
2131,119.63
2132,73.94
2134,133.06
2135,37.83
2136,15.47
2138,0.0
2139,46.9
2140,72.68
2141,0.0
2142,51.75
2144,76.25
2145,80.02
2147,0.0
2148,24.87
2150,47.22
2152,47.64
2153,86.46
2154,0.0
2155,108.68
2156,16.45
2157,111.66
2158,54.43
2161,60.46
2163,0.0
2164,154.91
2165,129.62
2166,77.95
2169,74.49
2170,97.65
2171,28.2
2177,60.69
2178,97.88
2180,197.39
2181,123.77000000000001
2182,99.9
2183,71.0
2184,43.42
2185,51.239999999999995
2186,0.0
2187,5.36
2189,91.61
2190,44.52
2191,0.0
2192,117.78
2193,96.80000000000001
2195,66.89
2196,52.25
2198,47.23
2199,84.53
2200,80.27000000000001
2201,50.33
2203,81.99
2204,119.5
2205,52.419999999999995
2206,101.01
2209,36.1
2211,8.87
2212,29.259999999999998
2213,0.0
2215,102.32
2216,0.0
2220,144.14
2221,81.63
2223,62.29
2224,27.46
2225,81.22
2226,42.84
2227,0.0
2229,36.71
2230,6.77
2231,226.24
2232,33.83
2234,92.49
2235,111.69
2236,39.72
2238,97.87
2240,0.0
2241,0.0
2242,0.0
2243,55.26
2244,101.62
2245,147.61
2246,68.66
2248,58.18
2249,5.9
2252,126.38000000000001
2253,112.45
2254,133.97
2256,67.27
2258,100.46
2259,75.72999999999999
2260,243.36
2262,23.6
2264,33.18
2267,182.8
2270,39.18
2272,65.16
2273,0.0
2275,57.9
2276,58.83
2277,31.29
2279,65.46
2280,10.99
2281,23.83
2282,47.51
2283,122.32000000000001
2284,125.47999999999999
2285,0.0
2286,140.89999999999998
2287,33.44
2288,98.83
2289,0.0
2290,32.29
2291,91.39
2292,136.02
2293,158.53
2295,27.56
2297,0.0
2300,72.28
2301,54.38
2303,241.32
2305,136.14000000000001
2306,0.0
2307,57.01
2308,42.38
2310,56.11
2311,104.7
2313,42.52
2315,85.08
2316,48.3
2317,136.51
2319,51.41
2320,31.05
2321,132.79999999999998
2323,84.22999999999999
2324,0.0
2325,96.32
2326,48.89
2327,0.0
2329,14.49
2330,190.5
2331,183.61
2333,34.07
2334,0.0
2336,45.89
2337,57.31
2338,79.99
2339,0.0
2341,39.8
2342,99.87
2343,36.22
2344,0.0
2345,121.42
2347,10.14
2348,94.76
2349,23.92
2350,10.89
2351,40.78
2353,69.05
2354,26.65
2355,50.16
2356,38.2
2358,40.37
2359,92.34
2360,0.0
2362,139.31
2365,127.36
2366,0.0
2368,45.6
2369,68.53
2370,124.10000000000001
2372,21.69
2373,68.17
2374,0.0
2375,13.4
2379,66.73
2383,153.1
2385,26.74
2386,83.88
2388,48.03
2389,58.25
2394,93.82
2396,59.41
2398,148.22
2401,0.0
2402,87.78999999999999
2403,49.0
2404,137.53
2408,0.0
2409,65.94
2410,45.32
2411,57.33
2413,49.69
2414,172.54
2416,67.97
2417,207.58
2418,89.2
2420,102.39
2421,17.66
2422,80.66
2423,75.68
2424,45.41
2425,67.1
2426,16.62
2427,36.78
2429,117.94
2430,62.94
2431,51.49
2432,0.0
2433,35.55
2436,16.73
2438,8.89
2439,99.54
2441,81.04
2442,239.81
2443,6.34
2444,120.63
2445,123.19
2447,357.75
2449,35.54
2451,93.03
2452,94.50999999999999
2453,78.65
2457,63.29
2458,96.98
2460,61.85
2461,193.25
2462,25.92
2463,42.59
2464,5.12
2469,75.19
2472,88.26
2473,116.7
2474,43.23
2476,93.43
2477,0.0
2479,29.62
2480,27.79
2481,50.48
2482,152.0
2483,0.0
2484,91.08
2486,171.73000000000002
2487,87.61
2488,58.58
2489,133.8
2491,33.26
2492,0.0
2494,29.2
2496,106.5
2497,181.49
2498,62.1
2499,27.42
2500,80.07
2501,194.39
2503,73.43
2504,0.0
2505,106.53
2506,25.67
2507,133.37
2513,109.57
2514,30.58
2515,92.95
2516,87.93
2518,0.0
2522,57.7
2523,53.66
2524,87.13000000000001
2525,82.73
2526,81.17
2527,35.16
2528,75.96
2529,0.0
2530,30.1
2531,101.4
2532,132.72
2533,39.49
2534,71.29
2535,77.78999999999999
2537,0.0
2538,78.17
2539,49.16
2540,78.49
2542,28.18
2543,98.68
2544,62.64
2546,84.18
2547,187.54
2549,52.39
2550,68.22
2551,40.26
2552,40.18
2553,179.69
2555,126.41
2556,230.66
2558,156.95
2560,87.21
2561,47.77
2562,0.0
2563,72.52
2565,0.0
2567,138.19
2568,313.74
2569,0.0
2570,77.3
2571,0.0
2572,177.14000000000001
2573,0.0
2574,48.87
2576,73.21000000000001
2577,37.42
2578,38.88
2579,50.2
2580,22.85
2587,236.0
2588,33.61
2589,102.95
2590,97.06
2591,95.63
2593,95.65
2594,56.07
2597,49.81
2598,36.83
2602,0.0
2603,141.20999999999998
2604,34.05
2605,128.57
2607,216.14
2610,25.44
2611,0.0
2613,18.49
2614,0.0
2615,78.85
2619,0.0
2621,0.0
2624,143.64
2625,10.96
2626,28.43
2627,44.84
2628,7.65
2629,125.61
2632,65.96
2633,155.64
2636,145.31
2637,51.96
2639,71.21
2640,36.2
2641,73.95
2643,52.42
2644,55.86
2645,101.53
2649,0.0
2650,76.54
2651,85.47
2653,47.77
2654,40.75
2656,51.01
2657,23.03
2658,25.16
2659,78.16
2661,188.54
2662,255.57999999999998
2663,64.11
2664,74.39
2665,28.78
2666,24.589999999999996
2671,79.00999999999999
2672,0.0
2674,108.36
2677,57.14
2680,112.97
2681,82.8
2684,184.67000000000002
2685,22.16
2686,59.3
2687,78.87
2688,94.83
2689,35.26
2690,173.7
2692,0.0
2695,0.0
2696,35.83
2697,66.48
2699,31.56
2702,0.0
2705,45.55
2707,66.96
2708,30.49
2709,65.39
2710,36.39
2711,245.73000000000002
2712,57.13
2713,0.0
2716,82.39
2718,74.8
2719,0.0
2720,44.16
2721,28.8
2722,79.48
2724,67.93
2726,44.36
2727,0.0
2728,31.95
2730,0.0
2731,52.26
2732,145.54
2734,82.31
2735,20.56
2736,82.92
2738,7.91
2739,64.57
2740,32.82
2741,0.0
2742,0.0
2745,45.08
2746,43.51
2748,69.03
2749,94.11
2750,196.06
2751,172.05
2753,16.55
2755,5.58
2756,20.41
2759,75.65
2761,0.0
2762,93.38999999999999
2764,56.64
2765,74.74
2766,62.6
2767,112.94999999999999
2770,38.87
2773,55.58
2776,106.41
2778,19.36
2781,0.0
2782,45.89
2783,13.44
2784,20.64
2785,41.330000000000005
2786,184.09
2787,64.74
2789,147.65
2791,37.89
2792,37.41
2795,100.84
2796,65.03
2797,43.71
2800,119.24
2801,0.0
2802,80.50999999999999
2803,58.12
2805,0.0
2806,150.26
2807,23.28
2808,29.11
2810,127.17
2811,33.82
2813,48.6
2814,66.94
2815,109.56
2816,110.33
2817,83.65
2819,0.0
2821,126.16
2822,117.73
2825,76.66
2826,30.61
2827,76.51
2828,94.96
2829,37.7
2831,0.0
2836,0.0
2837,65.66
2838,73.93
2839,53.86
2840,99.45
2841,114.1
2842,71.19
2846,73.4
2847,0.0
2848,270.09000000000003
2849,44.03
2850,75.89
2851,0.0
2852,107.96000000000001
2855,29.59
2856,42.79
2857,0.0
2859,87.43
2860,57.18
2861,12.6
2863,0.0
2864,0.0
2865,50.84
2871,24.9
2873,101.97
2874,165.41
2875,93.86
2878,118.26
2879,60.74
2880,73.27
2881,151.07
2882,82.53
2884,123.01
2886,0.0
2887,48.26
2888,75.42999999999999
2889,70.1
2890,0.0
2892,0.0
2893,8.53
2894,100.31
2895,232.57
2896,42.83
2897,106.00999999999999
2898,89.71000000000001
2900,36.51
2901,23.44
2902,46.39
2903,119.87
2904,43.54
2906,70.97
2907,44.65
2909,9.75
2910,35.22
2911,90.7
2912,67.68
2914,103.34
2915,43.99
2916,172.6
2917,69.24
2919,125.39
2921,80.93
2922,145.2
2923,54.98
2924,101.21
2926,0.0
2927,151.17
2928,56.46
2930,0.0
2933,55.92
2935,22.79
2936,112.03
2938,7.2
2943,45.77
2945,143.45
2947,83.4
2952,95.96
2953,92.86000000000001
2954,29.9
2955,130.35
2956,65.11
2959,159.0
2960,9.57
2961,71.37
2962,21.14
2964,126.28999999999999
2965,91.59
2966,65.75
2967,66.19
2968,41.32
2969,0.0
2970,27.21
2971,38.84
2973,227.11
2974,157.07999999999998
2976,136.52
2978,9.74
2980,142.04
2981,73.52
2982,0.0
2983,57.22
2984,145.47
2986,69.69
2987,7.72
2989,88.21
2991,18.85
2993,85.16000000000001
2995,0.0
2996,79.73
2997,24.93
2998,124.94999999999999
2999,16.92
3000,100.1
3001,0.0
3003,0.0
3004,14.76
3005,104.58
3007,62.33
3010,0.0
3012,0.0
3013,43.55
3014,33.44
3017,93.97
3019,106.72
3020,0.0
3021,52.19
3023,0.0
3024,40.23
3026,0.0
3027,72.12
3029,104.8
3030,24.34
3031,92.93
3032,0.0
3035,98.89
3037,92.34
3038,73.34
3039,45.99
3040,61.69
3041,77.15
3042,75.47
3043,201.44
3044,18.84
3048,57.62
3050,146.01
3051,106.89999999999999
3053,0.0
3054,104.71
3056,100.44
3057,81.9
3058,0.0
3059,82.55
3062,18.37
3066,49.23
3069,99.79
3071,0.0
3072,0.0
3074,0.0
3076,0.0
3077,0.0
3078,88.93
3080,19.89
3082,16.54
3083,12.09
3085,169.57
3086,94.82
3091,101.22
3092,114.06
3093,22.11
3094,95.36
3096,43.65
3098,20.95
3100,33.32
3101,0.0
3102,94.53
3103,87.32
3104,173.67000000000002
3105,0.0
3110,6.5
3113,0.0
3114,51.61
3116,14.55
3117,28.26
3118,82.79
3121,65.83
3122,0.0
3123,24.17
3125,208.95000000000002
3126,49.53
3127,0.0
3128,98.33
3129,130.01
3132,37.66
3133,0.0
3135,158.03
3136,71.82
3137,52.46
3139,73.85
3141,57.78
3142,53.77
3143,0.0
3144,74.21
3145,41.35
3146,38.64
3147,0.0
3148,25.53
3152,0.0
3154,73.28
3157,51.26
3158,14.19
3161,53.68
3162,0.0
3163,88.75
3165,87.43
3166,122.32000000000001
3167,107.16
3168,72.09
3169,100.42
3170,148.37
3171,21.35
3172,57.18
3174,67.07
3175,30.87
3176,26.78
3178,21.13
3183,221.53
3186,65.96
3188,72.88
3191,63.17
3194,246.86
3197,19.38
3198,149.04000000000002
3199,167.93
3201,0.0
3203,117.51
3205,0.0
3207,102.26
3208,39.94
3209,40.09
3210,71.34
3211,154.29000000000002
3213,23.06
3214,113.63
3216,35.78
3217,17.71
3219,31.509999999999998
3222,66.11
3223,132.54
3224,0.0
3225,33.09
3227,116.6
3228,97.33
3229,14.24
3230,65.95
3231,53.91
3232,44.25
3236,0.0
3238,13.09
3239,22.54
3243,12.07
3244,49.64
3245,78.78
3246,0.0
3248,32.44
3249,27.84
3251,108.92999999999999
3253,0.0
3254,57.43
3255,83.41
3256,0.0
3257,103.76
3259,42.86
3260,95.34
3261,0.0
3262,12.66
3263,15.41
3264,142.19
3266,50.46
3267,97.35
3270,55.57
3271,73.61
3273,114.41
3274,160.68
3275,51.52
3276,44.32
3277,0.0
3278,67.22
3279,118.49
3280,109.57
3281,130.55
3282,87.25999999999999
3284,0.0
3286,56.29
3287,77.51
3288,52.84
3291,68.83
3293,0.0
3294,72.43
3296,72.75
3297,98.94
3298,69.66
3299,146.52
3301,88.27
3302,126.26
3307,52.83
3309,0.0
3311,0.0
3312,94.54
3313,93.77
3314,65.91
3315,90.68
3316,50.72
3317,65.26
3318,37.77
3320,50.69
3321,0.0
3322,143.98
3325,31.34
3326,91.45
3330,21.61
3331,0.0
3333,36.99
3334,179.16
3336,42.36
3339,29.96
3340,70.31
3341,90.5
3343,94.53
3344,33.11
3345,63.46
3346,53.99
3347,143.57
3348,21.37
3349,142.72
3351,111.5
3352,63.66
3353,0.0
3354,58.67
3359,86.63
3360,0.0
3362,127.43
3365,55.86
3367,112.53
3368,74.52
3370,102.0
3371,0.0
3372,54.02
3373,205.63
3374,58.76
3375,52.95
3377,0.0
3379,71.65
3381,0.0
3383,95.2
3385,22.25
3387,58.84
3388,130.38
3389,0.0
3390,104.69
3392,29.83
3393,161.65
3394,72.59
3397,58.07
3398,91.81
3400,37.78
3402,158.73
3403,0.0
3404,77.89
3405,38.84
3407,72.78
3408,146.12
3409,131.06
3410,37.29
3411,90.73
3412,41.9
3413,87.72
3415,29.94
3416,0.0
3417,49.09
3418,131.46
3420,59.25
3421,13.78
3422,89.16
3425,93.44
3427,0.0
3430,72.54
3432,119.98
3433,80.78
3434,0.0
3435,18.81
3440,106.94999999999999
3442,213.41
3443,20.01
3444,68.6
3445,0.0
3446,55.27
3447,51.93
3448,41.08
3449,100.57
3453,165.74
3454,24.86
3455,83.63
3458,190.56
3459,45.76
3460,49.61
3462,15.35
3464,33.67
3466,0.0
3467,57.62
3469,97.78999999999999
3471,41.72
3472,82.46000000000001
3474,13.54
3475,0.0
3476,99.20000000000002
3479,87.0
3481,18.69
3484,59.09
3486,0.0
3487,55.55
3489,27.7
3490,60.52
3494,42.72
3495,91.76
3496,54.86
3499,181.10999999999999
3501,0.0
3502,85.17
3503,39.99
3505,162.62
3506,42.27
3507,54.85
3509,49.22
3510,156.6
3511,52.07
3512,0.0
3513,75.07
3515,97.24
3516,19.24
3517,149.29999999999998
3518,23.5
3519,172.84
3520,67.07
3521,24.88
3522,0.0
3523,49.53
3524,47.03
3526,50.05
3529,46.5
3531,15.59
3533,0.0
3537,67.36
3538,0.0
3539,0.0
3540,106.8
3542,78.36
3543,86.75999999999999
3544,162.63
3546,87.42
3547,88.77
3549,0.0
3551,47.57
3552,187.01999999999998
3553,23.51
3557,67.03999999999999
3560,138.91
3561,0.0
3562,98.35
3563,0.0
3564,122.19
3567,67.59
3568,76.35
3570,85.48
3571,117.84
3572,119.03999999999999
3574,66.2
3575,0.0
3576,0.0
3577,75.01
3579,114.39
3581,82.62
3582,55.28
3584,42.97
3585,127.36999999999999
3587,63.36
3588,89.32000000000001
3589,49.14
3590,27.34
3591,115.81
3592,0.0
3593,34.27
3594,9.08
3596,0.0
3597,82.74
3598,55.61
3599,54.5
3602,82.1
3603,99.49
3605,115.04
3607,49.67
3608,0.0
3609,85.62
3610,95.39
3611,68.74
3612,82.3
3614,71.7
3615,196.97
3617,11.8
3618,87.34
3619,112.43
3620,40.54
3621,118.71000000000001
3622,90.16
3623,50.0
3624,83.81
3626,45.76
3627,40.37
3628,76.15
3629,39.37
3630,93.51
3631,84.36
3633,82.66
3634,0.0
3635,42.75
3636,86.7
3637,48.6
3638,165.06
3639,61.76
3640,113.93
3641,57.54
3642,70.61
3644,80.43
3645,110.74
3646,91.08
3648,143.59
3649,64.93
3654,59.86
3655,28.24
3657,84.66
3658,119.66000000000001
3659,0.0
3660,26.68
3664,177.46
3665,89.44
3666,6.96
3667,29.21
3668,58.42
3669,47.04
3670,75.71
3671,58.79
3672,165.6
3673,71.09
3674,111.86
3675,41.43
3678,140.05
3679,75.94
3680,73.79
3681,0.0
3682,38.45
3683,0.0
3684,0.0
3686,98.75
3687,117.18
3688,25.88
3689,9.99
3690,100.03
3691,43.81
3695,15.33
3696,66.83
3697,48.9
3698,87.12
3701,73.43
3702,67.6
3703,65.7
3704,123.31
3705,13.25
3706,74.96
3708,0.0
3709,142.18
3710,14.52
3711,53.6
3713,213.9
3716,0.0
3718,0.0
3719,157.43
3720,0.0
3721,0.0
3724,55.95
3725,43.23
3727,95.49000000000001
3728,18.47
3729,25.35
3730,19.52
3731,0.0
3732,123.36
3733,0.0
3734,9.84
3736,154.32999999999998
3737,34.64
3738,184.87
3739,56.09
3740,132.76
3742,54.849999999999994
3743,36.35
3744,0.0
3747,0.0
3748,0.0
3749,0.0
3750,0.0
3751,59.87
3754,17.74
3755,106.28
3756,27.48
3758,55.23
3759,16.87
3760,36.44
3761,159.84
3762,32.08
3764,79.72
3765,100.11
3766,244.19
3767,55.66
3769,43.46
3770,8.47
3772,42.75
3775,49.46
3779,26.75
3780,37.61
3781,26.17
3782,41.47
3783,74.02
3784,27.09
3785,132.23
3786,45.21
3787,73.92
3790,54.0
3792,104.26
3794,65.67
3795,101.03
3796,0.0
3797,48.1
3799,174.45999999999998
3800,40.51
3801,112.63
3802,75.58
3804,162.54000000000002
3805,0.0
3806,172.94
3807,12.99
3808,40.44
3809,116.12
3810,79.42
3811,137.03
3812,41.1
3813,96.68
3815,51.54
3816,113.6
3818,54.18
3820,116.7
3822,163.22
3826,25.53
3830,179.23000000000002
3832,133.73
3833,111.38
3836,0.0
3837,79.93
3838,178.26
3841,74.08
3842,65.62
3845,144.0
3846,78.11
3847,106.94
3848,99.84
3849,0.0
3850,28.81
3852,10.98
3853,341.31
3854,0.0
3855,64.54
3856,117.64
3857,35.879999999999995
3858,63.25
3860,289.3
3862,71.65
3864,97.22
3867,226.10000000000002
